,writer,date,review
1412,당진농부,2022.03.29. 19:17,"3월 20일 재채기 하다가 디스크부분쪽 찌릿 하는느낌이 났고 2 3시간뒤에 방사통이 조금씩 시작되어 당일 밤 엉덩이부터 발끝까지 밤새 어떤자세를 취해도 방사통이 심하게 내려왔고, 다음날 오산에 척추전문병원 방문했으나 일요일이라 약받고 소염진통제만 맞고 복귀,다음날 당진에 9988ㅂㅇ이라고 있어서 테스트를 해보니 뒷꿈치로 서는게 안되고 발가락힘이 빠진상태 mri찍자고 해서 입원 후 촬영"
1413,대전블링블루,2022.03.29. 19:02,오늘 ㄷㅈ ㅈㅅㅎㅂㅂㅇ 입원 했습니다.입원 병동에서 무슨 조사가 이리 많은지 피곤하네요.다리를 들어보질 않나 4자 만들어 보라하고 안 아프던 다리가 다시 당기네요.ㅠㅠ오늘부터 밤에 잠안 좀 잘 수 있음 좋겠는데...아프면 진통제 놔달라 하려구요.
1414,신우텍텍,2022.03.29. 18:07,"그제 가입하고 공지사항부터 꼼꼼하게 읽고 후기도 찾아보고있지만 결국은 선택은 저희부부의 몫이다보니 과정도 적어둘겸 글 남겨봅니다.위 병원을 선택한 이유는친정엄마가 극심한 경추 통증으로 병원을 찾아야했는데 대학병원은 예약까지 너무 오래걸려서 집에서 가까운곳이다보니 가게됐고 차단술받고 현재는 약물과 운동으로 보존중이십니다.그래서 신랑도 같은분께 갔는데극심한통증은 2달전이었고 일이 바쁘다 보니 동네 마취통증의학과 및 정형외과로 가서 말린다 주 등등 몇차례맞고 약을 복용해도 호전이 없어서 방문했고첫진료(지난 주) 때 목을 돌리는것도 힘든상태라서 mri를 찍으라 처방받았는데 신랑이 가만히 누워서 4분을 버틸수가 없어서 눈에 실핏줄 다 터져가며 버텨보려했는데 결국 못찍었습니다. 이런경우는 드물다 해서 ct라도 찍어보자하여 찍으니*추측해보건데 5.6번탈출 및 신경관도 좁아진걸로 보여진다.* 통증이 견디기힘들었겠다ㅜ mri를 찍어야정확하게 알수있는데 만약 찍었다해도 사업체를 운영중이라 당장 수술을 할수도 없어서 일단 일주일 마약성진통제처방을 받아왔고 복용했습니다.그걸 먹으면서는 쪽잠이라도 잘수있었고 어제 다시 방문할땐 mri를 어떻게해서든(마취 등등) 찍을수 있겠다 하셨고 심한상태로 보여 보험적용도 가능하다고 하셨고요.그래서 갔는데 통증이 조금 낫다하니 그럼 2주간 약을 더 먹어보자고 하셨습니다. 어차피 지금 찍어도 수술을 하겠다고 결정지었을때 또 찍어봐야한다고 하시면서 급할거 없다고요..사실 통증이 경감된것은 맞지만 신랑이 두달정도만 일을 정비할 시간이 필요하다고 많이 낫다고 거짓말을 하고 버티고 있는걸알기에 옆에서 보고있으니 너무 속이 상하고 마음이 아픕니다..이렇게 약으로 버텨도 되는건지..공지사항에서도 맞다면 괜찮다는데도 아파하는 모습을 보면 무너지네요. 당장이라도 수술해서 좀 나아졌으면 하는데.. 아이셋 아빠는 쉬는것 조차도 너무 힘든일이라는게 참 마음이 아픕니다..아마 이 글을 남기는것도 먼저 수술하신분들이 너무 겁먹지말라는 얘기를 듣고싶어서 그런것도 있는것같네요..여기서 문의드리고 싶은건..의사분말대로 통증이 더 심해져서 mri찍을때까지(보험적용 가능) 기다려야하는게 맞는건지, 이곳과 연계된 안양으로 예약해서 하루라도 빨리 찍어서 정확한 상태를 보는게 나을까요?현재 집에서 가까운 ㅇㅅㅂㅇ ㅇㅅㅎ교수님(공지사항 속 명의 분) 예약도 4월9일에 했습니다. 최대한 빨리 찍어서 그때 자료를 등록해서 진료를 보는게 나을까요?수술이 결정된다면 그래도 ㅇㄹㄷ 보다는 2차병원이 더 나은걸까요?"
1415,뚜이오디오,2022.03.28. 18:04,안녕하세요 오늘 수술결정하러 ㅅㅇㄷ 다녀 왔습니다교수님은 ㄱㅊㅎ 교수님이고요MRI 건협에서 다시 찍은거 보시더니 진전도 없고 변화도 없고아직 젊은 나이 이기에 일이든 일상생활이든 통증안고 살면서저하되면서 생활하기에는 그렇타 해서 수술 하자고 하시더라고요일단 일주일후 신경외과 간호실에서 수술관련 연락주기로 했고입원 예약까지 했습니다 검사는 따로 없었고요저도 수술은 피하고 싶었지만 교수님의 생각이 저와 비슷했고여러의견을 많이 주셔서 위로가 되었습니다궁금한게 보통 입원하면 몇일 입원 하나요?수술후 재활은 3개월 까지는 조심하라고 합니다수술은 내시경수술 입니다
1416,멘토스치토스,2022.03.28. 16:21,오늘 낮에 ㅅㅂㄹㅅ ㅈㄷㄱ 교수님 진료 보고왔어요후기대로 친절 하시더라구요.. 아팠던 이야기 다 들어주기고 제가 진료실 들어가는거 보자마자 아이고 많이 아프시네요? 이러시더라규요 mri 쭉 보시더니 좀 많이 튀어 나온거라 하시고 수술이야기 하시더라구요제가 2년동안 꾸준히 아팟고 설부터 심해져서 응급실 다녀오고 ㅅㅅㅂㅇ에서 스테로이드 3번 맞고 여기 왔다고 하니깐 치료 할만큼 했고 지금 걸어오는 것 만 봐도 아프신거 같은데 수술 고민 해보라고 하고 2주뒤에 다시 만나기로 했어요 수술은 미세 현미경(?) 이야기 하셨어요다음 진료는 ct랑 다 다시 찍어보고 진료 보자고 하셨어요2달 동안 많이 좋아졌다고 생각했는데 수술 고민하라고 하시니 조금 마음이 안좋아요 극 보전주의라도 들었는데 ㅠㅠ 5-10분 걷는것도 힘들고 회사에서도 솔직히 아파도 버티면서 일 하고 있긴 하거든요.. 일을 쉴수는 없더든요..아직도 엉덩이부터 발끝까지 오는 통증과 저림땜에 힘들어요ㅠㅠ 몇개월 버티고 보존한다고 나을까요??수술하는게 오히려 나을까요? 정말 고민되여...혹시 젊으신데 수술하신분 계시나요? 교수님은 제 선택이라고 하시네요...
1417,효효짱,2022.03.28. 16:13,척전에서 신경주사 맞을시에너무 아팠어요발끝까지 전기가 찌릿찌릿올래 이렇게 아픈줄알았습니다수술만 권유하시고 보존은 안좋아하시길래다른병원 갔어요ㅎㅏ진작 처음부터 여기방문할걸 그랬어요그럼 시간낭비 덜 했을텐데설명도 잘해주시도제말에 귀도 기울어주시고본인생각 환자생각 다 하셔서이야기해주시고방법도 이야기해주시고신경차단주사 맞을때도원장선생님이 직접 해주시더라구요이런저런 이야기해주시고긴장도 풀어주시고마취주사만 따끔할뿐아프지않더라구요정성스럽게 놔주신다라고 할까요???따금합니다 뻐근합니다 이번에는 조금더뻐근할거에요많이 아프셧어요? 물어보시고세상 다정....결론은 오늘 소견서 작성해서 대학병원가욤 ㅠㅠ(엄지발가락 힘이 ㅠㅠㅠ 음써요 통증2정도인데)병원예약도 알아봐주시고추천해주시는 병원 소개해주시는병원환자가 원하는병원들으시고제일 빠르게 잡아주셧어요코로나로 취소된게 있었나 하시더니환자분이 운이좋은거라고 하시던 ㅋㅋㅋ가서 교수님 만나면 무슨 이야기할지도 이야기해주시고치료잘받으시라고 이야기까지 해주시고 ㅠㅠ양가어르신들 추천해드렸....네요🤣🤣
1418,goldgirl2002,2022.03.28. 11:31,- 본인이 병원에서 진료를 본 후기나 치료 후기를 회원들에게 알려주세요.- 병원과 의사명은 카페 회칙에 따라 초성으로 작성해 주시기 바랍니다.================================================== 내 용 ㅈ======================================================저희신랑 경추척수증으로 5/2일에 수술앞두고 기다리고있는 상황입니다 . 현재 상황은 다리 힘풀리고 발저림 손저림 나오는데 요번주부터는 왼쪽어깨쪽 저림증상이 나타나서 수술 시까지 집근처 가까운 병원가서 물리치료라도 받음 안될까해서요.. 병원에라도 물어볼려니 통화가안되네요 ㅠㅠㅠ
1419,꼴통짱,2022.03.28. 10:30,"제 게시글 보시면 지난 내용 확인 가능합니다. MRI사진도 올려놓았습니다.3월 24일 오전에 ㅅㅇㅇㅅㅂㅇ 정형외과 ㅇㄷㅎ 교수님 초진진료를 보았습니다.3차병원 답게 예진을 꽤나 길게 했구요..예진시 지난 연말부터 진료내용에 대해서 상세히 설명 후 X레이 찍고, 대기하다가 진료를 보았습니다.진료내용은 수술할 정도는 아니다.경추 6번 7번에 디스크가 있고, 뼈가 자라있다고, 수술할 정도는 아니라고 하시더군요.양손 손가락을 넓게 펴고, 선생님께서 소지와 약지를 오므리시는데 왼손은 버티는데 오른손은 못버티니 힘이 많이 빠지셨군요, 하시면서 마취통증의학과에 주사 아주 잘 놓는 선생님 있으시니까, 그쪽으로 연계시켜 주더라구요..그래서 마취통증의학과 4월에 예약 잡아놓고, 정형외과는 6월에 다시 예약 잡아주셨네요.수술해야한다. VS 수술안해도된다.최초 내원한 통증클리닉: 수술안해도된다.ㄱㄴㅅㅂㄹㅅ ㄱㄱㅅ 교수님: 수술해야한다.ㅂㄷㅊㅂㅇ ㅇㄷㅎ교수님: 수술안해도된다. 약 먹어보고 2개월뒤에 재진예약ㅅㅇㅇㅅㅂㅇ ㅇㄷㅎ교수님: 수술안해도된다. 마취통증의학과 연계진료3대1로 수술안해도된다가. 우위이긴 한데,ㅅㅇㅇㅅㅂㅇ에서 처방해준 비모로정 아침 저녁으로 복용중이고, 목과 견갑골 통증은 10에서 1~2로 완화 되었고,오른팔은 삼두부근의 저림 증상과 손의 찌릿찌릿한 감은 아직 남아있습니다.손은 쉽게 말하면, 손이 차다 이느낌입니다.7월에 ㅂㄷㅅㅇㄷㅂㅇ ㅇㅈㅅ교수님 예약은 되어있는데, 깊은 고민에 또 빠져있네요..어찌해야될지...ㅠㅠ"
1420,jin9202,2022.03.26. 22:34,안녕하세요53살 저희신랑이 지난주에 강직성척추염진단을 받았습니다.진단을 받으면서 류마티스내과에서 mri를 찍었는데 경추에 척수가 눌리는거 같다고 신경외과 협진을 받으라고 하여 협진을 하였습니다.신경외과에서 mri사진을 보고 척수가 많이 눌린것같다고 하면서 ct촬영 x-ray촬영을 하였는데 호프만검사도 이상없고 감각이상없고 기본 마비증상도 없다고 지금으로는 어떤증상도 없다고 그냥 지켜보자고 합니다.만약에 팔에 힘이 빠진다거나 전기가 오는것처럼 찌릿하면 바로 응급실로 오라고 하는데 상당히 불안합니다.지금 증상이라면 고개를 어깨쪽으로 꺾으면 그냥 근육이 이완되서 땡기는 느낌밖에 없다고 합니다.경추척수증이면 수술밖에는 치료법이 없다고 하는데 증상없을때 수술을 해야하는지 무작정 증상이 나타 날때까지 기다려야 할지 조언 좀 부탁드립니다.
1421,꼭고쳐보자할수있다,2022.03.26. 13:17,송도에 ㄴㅅㄹ 병원 ㅇㅈㅅ 원장님 후기입니다.일단 진짜 친절하십니다. 과잉진료도 없으시고요.실력도 좋으시네요 신경주사 맞았는데 너무 만족합니다..
1422,에버가든,2022.03.26. 12:36,목요일에 왼쪽 발목이 아파서 회사 근처 병원갔는데체외충격파 하고 고주파 치료 받았었어요(과잉진료 같은) 그리고어제 저녁에 종아리로 통증이 올라오는데너무 저리고 아픈거에요제대로 걷지도 못할 정도였어요오늘 오전에 집에서 차로 15분 거리인 전문병원으로 왔는데 증상 듣더니 허리엑스레이 찍어보자고 해서찍었는데 결과가…허리뼈 아래쪽 몇번 인지는 까먹었네요 😵‍💫꼬리뼈 위쪽이던데…4번5번이었는지암튼 아래쪽 뼈 사이 디스크 간격이많이 좁데요 그래서 신경을 누르는 걸로 보인데요제가 봐도디스크 간격이 눈에 띄게 차이가 나는게 보였어요엠알 찍어보자고 하는데당장은 힘들어서 일단 급한데로도수 치료랑 물치 약 처방 받았어요의사말로는 다리가 아픈것보다 저린게많이 걸린다네요 .. 현재 다리 감각도 둔해졌어요그리고 왼쪽은 엄지 발가락에도 힘이 많이 안들어가는상태구요..근데 저는 허리가 전혀 아프지 않았어요 😱목디도 있어서 목이나 팔로 통증 오고 그랬는데 말이죠
1423,hyun112330,2022.03.25. 20:17,경기도 안양시 거주중입니다..허리디스크관련하여 유명하고 잘하는병원 공유좀 부탁드립니다..현재 주사맞을생각중인데...주사잘놓는병원도 공유부탁드려요...
1424,초코언니,2022.03.24. 22:52,"예전에 ㄱㄴㅅㅂㄹㅅ 로 ㅈㄷㄱ 교수님 예약했다가 ㅂㅈㅇ교수님으로 예약 변경했었습니다~혹시라도 수술하게되면 내시경 수술이 회복이 더 빠를거라는 생각에...다만 두분 다 유명하신분들이라 두 분의 의견을 모두 들어보고싶어 ㅈㄷㄱ교수님은 ㅇㅇㅅㅂㄹㅅ로 예약해서 오늘 진료 받고 왔어요 :)10시 30분 예약이였는데 11시 20분쯤? 진료실로 들어간 것 같아요.일단 mri 보시고는 디스크가 많이 나와있고 이 정도면 터진거로봐도 된다고 하시네요.그러면서 수술이 하고 싶은지, 약을 더 먹고 견뎌보고싶은지를 물으시네요.수술을 잘 시켜주지 않는 교수님이라는 소문을 듣고 사실 약 먹고 버텨보자~ 는 말을 기대하고 갔던지라 혼자 괜히 좌절..했네요..🥲수술이 필요한 상황이냐 물으니 본인(교수)이 젊은 환자들은 수술을 잘 안해주려고 하는데 이건 환자의 선택에 달려있다. 라고 하시네요mri상으로는 이 정도면 환자가 수술 시켜달라고하면 바로 수술날짜 잡아주시겠다고 하셨어요그래서 수술하고 나면 관리가 중요한데, 핑계같지만 아기가 어려서 수술하고 관리를 잘 할 자신이 없다. 약 먹고 조금 더 버텨보고싶다.라고 하니 그럼 약 먹고 한 달 뒤에 봅시다. 하시더라구요.혹시나 갑자기 더 나빠져서 마비증상이 나타날수도 있냐 물으니 그럴수도 있다. 근데 지금 환자가 하는 질문은 차 사면서 갑자기 사고날수도 있어요?라고 묻는 것과 비슷한 맥락이라고 하시네요.. 예측불가능한 일..😅카페에서 소문으로만 듣던 카리스마 보다는 알아듣기 쉽게 설명도 잘 해주시고 환자의 얘기도 잘 들어주시고 의사 소견도 적절히 주셨어요.약 처방 한달치 받았고, 다음달 진료전에 x-ray, ct 찍고 보자고하시네요~ 한달 또 무사히 잘 버티고 또 진료후기 남기겠습니다 :)"
1425,초코언니,2022.03.24. 22:36,"많이 늦은 2월 9일 ㄱㄴㅅㅂㄹㅅ ㅂㅈㅇ 교수님 진료 후기입니다~1월 17일 ㅅㅈㅇ전공의 진료보고 2월 9일 ㅂㅈㅇ교수님 진료였는데요ct찍고 10시 10분 진료 예약이였는데 11시 30분..쯤 진료본것같아요. 무한 대기..한참 기다렸다 진료실 들어가니 전공의가 처방해준 약은 어땠냐고 물으시기에 통증이 잘 잡히는 날도, 그렇지않아 새벽에 깨서 진통제(타이레놀)를 추가로 복용하는 날도 있었다하니 이정도 약을 먹으면서도 효과가 없으면 수술하는게 맞다, 수술 상담하고 날짜 잡고 가라~생각보다 간단명료 하게 답을 내리시더라구요카페에서 얘기듣던 친절함..은.. 개인적으로 잘 모르겠더라구요..🥲일단 수술 상담하고, 한달치 약 받고.. 다음 예약을 안잡아주시기에 물으니 수술할게 아니면 이 약은 전국 어딜가나 있습니다. 집도 머신데(병원까지 편도 2시간 30분) 약만 받을거면 굳이 여기까지 오실필요없고 동네병원에서 처방받으면 된다. 라고 하시네요...하하. 강제로 졸업 당했습니다...🥲🥲🥲일단 전 수술을 하지 않고.. 버티고 있습니다..아프고 힘들지만ㅠㅠ 수술이 끝이 아니라 관리가 중요한데.. 아직 아기가 어려 관리가 자신이..없어서요..ㅠㅠ"
1426,뿌빠,2022.03.24. 21:01,"- 본인이 병원에서 진료를 본 후기나 치료 후기를 회원들에게 알려주세요.- 병원과 의사명은 카페 회칙에 따라 초성으로 작성해 주시기 바랍니다.나이: 만 22살 (24살)성별: 여증상:협착증 전방전위증수술:전방유합술 및 후방고정술안녕하세요오늘 오전 10시 부터 입원을 하게되었어요(입원접수는 번호표기계 두개가 있는데 오른쪽 꺼 뽑아서 접수하시면 됩니다)이것저것 서명하고 병실안내를 받게 되었어요환자복을 갈아입고 기다리고 있으면 간호사님이 오셔요이것저것 증상 자세하게 물어보시고알레르기?반응주사를 맞고 혈압도 재고전 혈압이 좀 낮다네요 허허그리고 나서 종이 한장을 주시는데수술할 때 필요한 여러가지 검사를 받았어요검사는 총 15가지가 넘는...2시간 30분 정도 걸렸네요 다 받는데그래도 꼼꼼하게 해주시니 믿음이 가더라고요***여기서 주의점***---저는 ct,mri (1월) 촬영CD를 가져갔지만병원마다 이미지가 좀 다를수도 있어서 다시 받았습니다 간호사님 말씀으로는 두달이 지나면 자기 병원에서는 오래됐다고 판단되어 다시 찍는다 하더라고요그래서 mri찍으시는 분에게 여쭤보니 오래된 건 아니지만 ㅇㅅ병원에서 찍은거랑 여기랑 이미지가 좀 다르다 하더라요 원장님 판단에 따라 더 자세히 보기위해 찍은 거 같긴 합니다----12:30분 경 점심을 먹고 4시부터 다시 금식을 시작하였어요(저는 복부수술도 포함이 되어있어 금식을 더 빠르게 했습니다. 원래는 밤12시부터 금식이에요)그리고나서 저녁에 제 수술담당원장님 말고 부원장님?이 오셔서 친절히 설명을 해주셨어요 (수술동의서)그리고 나서 대장을 비우는 가루약과 물만 주구장창 먹는 중입니다...간호사님이 수시로 오셔서 증상 체크하시고 불편한 건 없는지 잘 관리해주셨답니다 수술 후 머리감기 힘드니일주일에 3-4번 머리 감겨주시는 날이있데요 말하면 도와주실거고 거동이 불편하면 언제든 불러달라하십니다아 그리고 👉🏼면회X 외부음식X 외출X 입니다면회는 보호자 한분만 코로나검사pcr(환자와 같이가서 보호자라 하시면 공짜로 해주십니다) 입,수술당일,퇴원만 가능하니 참고바랍니다👈입원 시 필요한 용품: 세면용품,수건(수첩에 안적혀있으니 필수),휴지,물티슈,충전기,담요(병실이 좀 추워요.개인차이),가제손수건(수술 전후 금식하는 동안 구강청결과 건조방지),슬리퍼 또는 운동화 ,개인사용 용품1층 매점에서 팔긴 하지만 가격이 후덜덜 합니다입원,검사 후기:저는 검사들은 다 만족하였습니다 너무 꼼꼼히 해주셨고 갈때마다 증상물어보십니다. 설명도 친절히 해주시고요 가격이 비쌀만하네요...간호사님들 떠드시는 소리가 시끄럽다고 다른쪽 리뷰를 보았지만 딱히 잘 모르겠습니다- 내일 수술이네요. 수술후기도 최대한 잘 적어보겠습니다 다들 건강한 하루 되세요👋"
1427,taikono,2022.03.24. 18:34,"어머님 경추 5번 6번 부근에서 협착증으로 인해 신경관이 눌린 상태였고 대전 ㅇㄹㅂㅇ에서는 처음부터 수술을 권장했습니다.약 2년 전인데, 그때쯤 이 카페를 가입하고 여기저기 알아보면서 디스크의 90%는 수술없이 나아진다는 말을 듣고 어머니께 말씀드리면서 수술은 우선 보류하고 보존치료를 해보자고 했었습니다.그사이 저는 군복무를 하게되었고 어머니께서는 요양보호사, 외할머니 간병 등을 하시다가 통증이 많이 심해지시고 한쪽 팔 저림증상도 생겼습니다.최근 전역 후 어머님 모시고 병원을 알아보고 운동도 하고 했는데, 역시나 대전ㅇㄹㅂㅇ에서는 mri상으로 크게 달라진것은 없으나 2년 넘게 FIMS 등 치료와 한의원, 재활의학과 등에서 물리치료 받은 것 등을 고려했을때 역시 수술이 답이라고 했습니다.수술을 하더라도 좋은 곳에서 하고싶다는생각 + 수술없이 나아질수는 없는지 궁금했고, 우선 ㅎㅇㄷㅂㅇ ㅈㅎㅈ 교수님은 빨리 예약할 수 있어서 3월 17일에 진료받았습니다.ㅎㅇㄷㅂㅇ ㅈㅎㅈ 교수님은 역시나 근본적인 치료는 수술밖에 없고,주사치료로 효과가 없고 증세가 호전되지 않으면 앞으로 나아질 가능성은 거의 없어서 운동한다고 나아질 게 아니고 오히려 악화된다고 하셔서 놀랐습니다. (어머님께 괜히 운동하자고해서 죄지은 느낌까지 들었네요)대전ㅇㄹㅂㅇ 치료 이력을 보여드리니 아마도 주사치료 등 보존치료로 할만한건 다 한 것 같은데,그래도 혹시나 신경차단술을 해서 괜찮아지는 경우도 있으니 한번 해보자고 하셔서 오늘자 예약한 신경차단술을 받았습니다.신경차단술 받는 데에도 코로나 PCR음성 결과가 필요해서 코로나검사까지 하고 갔네요.그 사이 전화예약을 여러곳 해보다가 ㄱㄴ ㅅㅂㄹㅅ ㄱㄱㅅ 교수님 예약이 마침 오늘 ㅎㅇㄷㅂㅇ 가는 날짜에 되었죠.ㅎㅇㄷㅂㅇ에서 신경차단술을 받고나서 오후에 경추 명의로 알려지신 ㄱㄱㅅ 교수님 진료를 받았습니다.역시 Mri 상으로 뼈가 자라서 수술적 치료가 근본적인 해결이라고 하셨고,이곳 카페에서 본 글들처럼 다소 차가우시고 형식적인? 느낌이 들었습니다.여러가지 질문할 기회?는 별로 없었고 그냥 수술하거나 3개월뒤에 재진하거나 두가지 옵션만 말씀해주셨네요.수술하시려면 연락하고, 아니면 동네병원에서 보존치료 하시다 3개월뒤에 오시라고 하셨습니다.더 보존치료를 해볼까 생각해보기도 했지만,처음 목디스크 진단 후에 수년간 통증으로 고생하신 어머님을 생각하니 역시 수술이 답이라고 생각했고,수년간 주사치료나 침 치료, 물리치료 등으로 사용한 치료비를 생각하면 그것도 수백만원이더라구요.군생활하는 동안 어머님께, 부모님께 너무 신경써드리지 못했다는 생각에 죄송했습니다.괜히 수술을 반대하고 보존치료하자고 했나 싶기도 했구요.그래서 결국 4월 둘째주에 입원후 전방유합술 수술하기로 결정했습니다.수술 비용은 대전보다 조금 낮게 말씀하셨고 5일내외로 입원하면 된다고 간호사분께서 말씀해주셨습니다.대전 ㅇㄹㅂㅇ과는 달리 류마티스내과의 스테로이드 약제에 대해서도 언급하셨고 심전도검사, 채혈, 소변검사, 골밀도검사, 3D 이미징센터 등을 거치고 이제 대전 내려오는 길입니다.사실 저도 섬유근통증후군, 우울증, 심한 안구건조증, 허리디스크 약간 등 20대 청년임에도 여기저기 아픈 곳이 많아요.중학교때부터 진통제를 계속 아침저녁으로 먹고, 인공눈물과 안약 4~5종류를 매일 사용하는데도 관절이나 허리, 등, 목 근육, 안구 통증, 두통 등이 너무 심해서 다소 무기력해져서 운동을 소홀히하고 스트레칭도 게을리하곤 했습니다.하지만 그럴수록 더 아프고 아프면 서러운건 본인뿐만 아니라 가족들과 주변사람들에게까지 영향을 주더라구요.그래서 수술하시고 나서도 걷기운동 같이 하고, 스트레칭, 자세에도 신경쓰기로 했습니다.저도 지금 디스크가 심하지 않은데도 여기저기 아픈데, 목디스크나 허리디스크, 다른 질병에도 걸리면 얼마나 힘들어질까 생각하니 정말 막막한 생각이 들어서 건강관리의 중요성을 더욱더 느끼게 되었습니다.혹시 척추전문병원에서 수술권유를 받았다가, 여기저기 매체를 찾아보시면서 척추전문병원의 사행성이나 수술을 안해도 되는건데 하는건 아닌지 걱정이신 분들은 서울쪽 유명한 교수님들 전화예약으로 예약취소건 있는지 수시로 전화해보시면 생각보다 빨리 보는 케이스 있으니 고민하고 속썩이지 마시고 최대한 빨리 여러 병원 가보시길 바랍니다.건강하실때 꼭 운동, 스트레칭, 바른자세 잊지마시고, 수술이 필요하다는 소견이 다수라면 최대한 빨리 하시길 바랍니다.이 카페에서 여기저기 정보얻는데 도움을 많이 받아서 이렇게 글 남깁니다.집으로 가는 열차 내에서 두서없이 쓴 글이라 양해 바랍니다!※ 질문시 카테고리 말머리 선택에서 주제를 먼저 선택해 주세요.- MRI T2 시상면과 단면 사진들을 번호가 적혀진 순서대로 올려주세요.- 척수종양은 조영 증강한 T1 강조 영상도 같이 올려주시기 바랍니다.- 지금의 증상이나 치료 등 현재까지의 상황을 자세하게 적어주시기 바랍니다.- 병원과 의사명은 카페 회칙에 따라 초성으로 작성해 주시기 바랍니다.- 참고로 답변이 달린 게시글을 삭제하는 경우에는 활동 정지될 수 있습니다.성별: 여나이: 64신장: 152직업: 주부============================================ 현재 증상 및 수술 유무 =============================================="
1428,리루베엘,2022.03.24. 16:05,과거는 하도 글을 많이 올려서 ...다니던 병원에서 수술얘기가 나와서 또 다른 대학병원을 급하게 예약했습니다. 사실 처음부터 여러 곳을 모두 예약해 뒀는데 어느정도 보존이 됐다고 생각해서 모두 취소했다가 급하게 다시 예약하느라 힘들었네요.. 다행히 운좋게 취소된 건을 잡아서 일주일만에 진료보게 됐습니다.결론은 척수증 아니랍니다. 아니고 수술얘기도 없고 조금 저리거나 감각이 안좋거나 하겠지만 그냥 살으라고 합니다.허리 터진건 알고있냐고 하셔서 아 목때문이 아니구나 하는 생각이 들면서 기억을 되짚어 보니 ㅇㅍㅅㅁ 다닐때너무심한 방사통 탓에 허리도 아픈걸 인지하고 있지 못했네요.. 그냥 목때문이라고만 생각했지.. 그때도 아 허리도화상통이 있고 이가 덜덜 떨리는데 어떻게하지 설마 하면서 목에만 집중 했거든요.. 보험도 안되어 있어서MRI 비용도 부담되고 MRI 비용만 지금까지 200 은 들었네요.. 곧 또 허리를 찍어봐야곘지만더 이상 할말이 없어서 더 못물어보고 나왔어요.. 기분이 좋으면서도 오만가지 생각이 다 들었습니다.정말 수술하라고 하면 하려고 마음먹고 갔는데.. 척수증 아니라고 하니..영상을 드르륵 드르륵 보면서 이정도로 아니라고 그냥 운동하면서 살라고 하셨어요..사실 초기보다 많이 들어가보였는데 제가봐도 그 전 병원에서는 더 튀어나왔다해서 의아했거든요작년 7월경에 찍은 사진입니다. 원래 5번 6번 이었나 그랬는데 6 번 7번도 나왔더라구요..정말 하고 싶은 말이 많았는데 시간이 될지 모르겠습니다.왜냐면 저또한 여기 환우분들 후기 이런걸 보고 많이 도움되고 힘이 됐거든요..여러 증상들을 말씀드렸는데 별로 중요하게 생각안하는듯 보였어요. 여하튼 보존하다가 수술까지 생각했다가그냥 살라고 하니 아리송합니다. 2년이나 보존해서 수술이 어려워서 그런건 아니겠지요??아직도 의아한건 왜 전 병원에서는 갑자기 수술을?? 누구말이 맞는지........ 마지막으로 간 병원은 ㄱㄴㅅㅂㄹ ㅅ 입니다.다시 맘잡고 허리 방사통부터 없애거나 허리 치료 시작해야겠습니다.사진이 잘 안보여서 다시올려요* 2021년 7월경 MRI
1429,가을나그네,2022.03.24. 13:00,안녕하세요 도움 부탁드립니다2주전부터 목주위가 뻐근하더니 다음날부터는 허리까지 아프더라구요. 침대가 문제인가해서 침대도 바꿨는데 최근에는아침에 허리가 아파서 일어나지를 못하겠더군요 엉덩이 오른쪽이 저려서 주저 앉기도했네요김해 더큰병원에 가서 mri찍고 ct도 찍었어요 디스크가 터진건 아니고 목에 1개 허리에2개인가 검정색으로 보이는게 늙어서 경화된거고 이게 힘줄인지 신경인지를 건드려 염증이 생겼고 신경을 자극해서 아픈거라고 랏츠 시술을해야 된다고 하네요. 처음이라 주위에 물어보니 약만 먹어도 된다고하고 시술은 필요없다고도하고 다른 병원도 가보라고도해서 어떻게해야 될지를 몰라 조언을 구해요 아침에 일어날때 2~3시간 힘들고 오후에는 조금 나아요 경험 있으신분이 계시면 조언 부탁 드립니다..
